,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
4815,DrukenFish,0,0.0,2022-11-19,"Tasty.....I like Stone Brewing....a bit partial. Curiosity got the better of me this Christmas with the 12 days of IPA. Japanese Green Tea IPA was in the mix and match.....surprisingly tart. I like the over all color...mild head. Good buzz! Got this one as more of a lark than as a serious beer...but I think serious beer is to be considered. This beer is smooth, whereas some IPAs tend to be a bit harsh...this one is smooth sailing. Give it a go!!!",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,11,19
4816,pkalix,California,3.13,2022-10-31,meh..... not even for ten percent....,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,10,31
4817,rpw,New York,4.05,2022-08-09,"Bought a case of 24 cans on clearance for $12.99. They're about 6 weeks past the enjoy by date, but hey I'm stoked!",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,8,9
4818,ZebulonXZogg,Illinois,3.9,2022-07-04,"Pours an almost clear golden amber color, decent eggshell colored head fades quickly and leaves a moderately laced glass. Pine and bitter hops, typical old school Stone, taste was there, but I didn't get any green tea. Pretty solid IPA though.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,7,4
4819,Danzifer,Ohio,4.31,2022-06-27,These things get you ****ed up!,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,6,27
4860,shreead,Michigan,3.7,2023-12-12,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,12,12
4861,QuintusHorace,California,3.85,2023-11-18,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,11,18
4862,prisdefer,New York,3.0,2023-05-07,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,5,7
4863,Blogjackets,Ohio,3.92,2023-04-04,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,4,4
4864,TMoney2591,Illinois,2.99,2022-02-16,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2022,2,16
4865,Taenim,Maine,3.92,2021-02-27,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2021,2,27
4866,dubnation,Kansas,4.04,2021-01-17,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2021,1,17
4867,GenoMcCoy,Texas,3.55,2020-08-30,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2020,8,30
4868,eldoctorador,Chile,4.5,2020-06-25,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2020,6,25
4869,desint,Belgium,3.85,2020-06-16,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2020,6,16
4870,rare_bird,Michigan,3.5,2019-12-03,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2019,12,3
4871,PaleAleWalt,New York,3.75,2019-05-23,,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2019,5,23
4872,Lexluthor33,New York,2.4,2024-02-27,"I had this from a bottle and it might be better on drought.
Violent burst of alcohol, ethers and pine wrapped around a mango with a slice of pineapple.
The aroma is followed by the same type of aromatic assault, but this time the initial sweetness fades to a dry and fruity taste that show all we can expect from what was initially billed as a "" Quadruple IPA"".
At the time this review was written the beer community had not been exposed to many beers of this style / ABV so it would be hard to compare.
The booziness is not just evident, it pounds your palate, but it does finish rather smoothly.
There are some medicinal notes with a minor bitter after taste and a touch of a syrupy note.
Balance is way off for me. Why make this beer ?
It is not a classic and it is just a boozy excuse of time and energy.
I can not say I enjoyed it.
( written in 2010-2012)",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2024,2,27
4873,Seejae,Ohio,3.85,2023-04-07,"Pours orange, medium head and heavy lacing. Aroma is pleasantly strong, fresh cut honeydew and mango. Upon the tongue, the tropical notes are there, but they don’t hold, alcohol cuts through, but the sugar plays well with the stone fruit and mango. Finishes syrupy …lots of alcohol. Decent take on an imperial, just a tad too old school. I’d like the hops to remain more present. Might not have picked this up had I looked closer at the ABV",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,4,7
4874,40ontarget,Colorado,3.71,2023-01-19,"Hazy golden amber color with small bits of sediment. There is .5 inch of white head. The nose is much citrus, orange peel and tangerine. There is a sweet biscuity hint followed by pine straw. A blast of chewy sticky pine kicks off the taste followed by a softer orange juice quality. The finish is sweet almost like sugared melon. The feel is full bodied and chewy. This is a strong big beer that leaps out of the glass but finishes too sweet.",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2023,1,19
4875,Mister_Faucher,Washington,3.74,2020-05-29,"12oz can poured in to a nonic glass. Batch #028-029.

L- Fairly hazy darker amber color with sediment floaties, modest off-white head that quickly recedes to a ring of foam, minimal lacing. Light carbonation streams as it sits.

S- Boozy tropical fruit and citrus, caramel malts, maybe a touch of melon, light pine and floral/herbal hop notes.

T- Follows the nose, boozy citrus and tropical fruit, sweet malt (almost like table sugar), almost no pine or hop bitterness.

F- Medium bodied, syrupy sweet and sticky, alcohol is very prevalent. Moderate/light carbonation on the tongue.

O- This stuff is straight up diesel and a bit too sweet for my tastes.",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2020,5,29
4876,TooManyGlasses,Canada (AB),4.04,2020-05-09,"A slightly aged Imperial IPA - 12 ounce bottle.
Pours a clear deep copper colour with half finger of off white head that dissipates shortly.
Aroma hits with a boozy brashness - piney, bittersweetness of orange, tangerine. 
Taste is resinous pine, sticky bittersweetness, tangerine, orange peel, almost a toffee note, boozy but not the heat that initially hit the nose.
Full sticky mouthfeel - a bit of warmth from the 13% ABV - there is a resinous sticky bitterness that lingers long past the empty glass.",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2020,5,9
4877,Msp004,New York,4.21,2019-12-01,Bottle date 12/06/2013. This aged very well. Became a bit smoother but still a massive hop sandwich. Very hop intense flavor. Enjoyable.,https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2019,12,1
4878,BloodSoakedAleMug,New York,4.55,2019-08-01,"Pours burnt orange with a two finger, soapy white head. Moderate lacing.

Aroma is very bitter, consisting of sticky pine sap and dry, waxy orange/lemon peel. 

Flavor is insanely bitter at first, lots of dry pine resin and spruce oil - it's earthy + spicy - almost hot and peppery which maybe why Evil Twin calls this ""Molotov cocktail"" I'm guessing. The spicy resin flavors turn fruity just briefly as some sweet tropical mango and orange comes through, then it gets back into more bitter flavors with a sort of rye-bread & toasted pumpernickel malt flavor. Aftertaste of bittersweet orange peel and spicy pine resin, as well as a clean soothing, warming alcohol aftertaste.

Mouthfeel is well attenuated for the 12% abv. Texture is juicy and not too dry, yet spicy and bitter.

So resinous and bitter it's spicy. A lot of heat behind this one, and lots of alcohol. A very big, very flavorful beer. Good stuff.",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2019,8,1
4879,GuyFawkes,Illinois,3.67,2019-05-19,"(From old, undated notes)

Semi-opaque dark orange hue. 

White head; decent lace. 

Pineapple & molasses nose. 

Thick mouthfeel. 

Bitter citrus bomb & booze at first; as it warms, smoke & mango emerge. 

Too bitter but very flavorful.",https://www.beeradvocate.com/beer/profile/24300/72592/,Molotov Cocktail,2019,5,19
4920,Budlum,Maryland,4.0,2023-11-21,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,11,21
4921,TheEpeeist,Maryland,4.24,2023-11-13,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,11,13
4922,Cpmitchno1,Virginia,4.0,2023-10-15,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,10,15
4923,Roguer,Connecticut,4.27,2023-09-26,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,9,26
4924,dafla67,Pennsylvania,4.5,2022-12-03,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,12,3
4925,tdm168,Pennsylvania,4.24,2022-11-25,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,11,25
4926,saymike32,New Jersey,4.04,2022-11-24,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,11,24
4927,Taenim,Maine,4.19,2022-06-19,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,6,19
4928,Jdells09,New Jersey,4.0,2022-04-11,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,4,11
4929,johnzur,0,4.0,2022-03-31,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,3,31
4930,buzzy,Pennsylvania,4.04,2022-03-29,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,3,29
4931,Shenk87,Pennsylvania,3.5,2021-11-28,,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2021,11,28
4932,Roxchambeau,New Jersey,3.9,2023-12-14,"Pours hazy apricot. Moderate white head. Nice lacing. Nose is orange zest and pine. Taste follows, with bitter pine upfront, a hint of stonefruit, and a finish of bitter orange peel. Dry and refreshing. Kind of a hop bomb, not very much depth of character. Good for the style.",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,12,14
4933,JohnniEMc,Pennsylvania,4.48,2023-10-17,"A single pour emptied the contents of a pint can into a clear glass liter mug. The stark white head might be overabundant, but the pour is relatively a good one. The brew is cloudy, but bright apricot-amber in color. Speaking of apricot, the aroma is mostly reminiscent of fruit. It's not particularly pungent. There's an appealing dryness that runs the entire tasting. It isn't fruity at all. Earthy piney is the best taste reference. It's not layered and there's not much taste transition, even during the finish. Nor need there be. There's sufficient malt for the body, but it adds to the earthiness rather than adding any sweetness. 
Although there's only scant glass lacing, this is very, very good, overall. But, to think so, you'll need to enjoy a very bitter and dry hoppy taste. The hit from the ABV was surprising, as it didn't really show itself to the palate. Well, it is a Double IPA and it's worthy of the description.",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,10,17
4934,jonphisher,New Jersey,4.2,2023-04-09,"Pours a mix of pale and bronze, mildly fluffy, but dense white head; very good retention with above average lacing. 

The nose is so biting, in a pleasant way, on this beer…prominent resin and sappiness; all the biting aspects of pine without the aromatic needle smell, hiding behind there is a mildly fruity and orange smell to it with an green dankness trying its best to poke threw.

Taste carries a nice mild malty sweet presence that the nose does not hint at…after that the orange like fruitiness, and the sap bites on the finish; dank in aftertaste. 

Medium body, prickling sappy bite immediately upon each sip that just coats the whole tongue; it then finishes incredibly dry with another wallop of hops in the form of substantial bitterness. This goes down so remarkably clean and easy; combine that with it’s intoxicating sap and pine, a dangerous combination for this guy.",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2023,4,9
4935,Captain69,Illinois,3.81,2022-12-08,n ice hoppy ipa great hop taste - good hop aftetasty,https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,12,8
4936,cambabeer,New York,4.53,2022-11-10,"Hazy golden, but can just see the shadow of my finger through the body. Just off white head that looks frothy with good lacing. Dank nose, resin, mango, papaya. Tons of fresh tasting hops, floral, sweet, incredibly balanced, drying bitterness at the end. Medium mouthfeel. This is underrated",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,11,10
4937,MikeWard,Pennsylvania,4.29,2022-06-06,"22oz pour at Vanguard at Newark Airport. A bit pricey, but not outrageous.

Looks splendid in the glass. Clear pale amber body. Small white head shrinks to a fat collar and covering, rings of lacing.

Hoppy aroma that bounces between pine and grapefruit.

On tasting, drinks stronger than the abv would suggest. Bitter, pine and grapefruit, but this doesn't lay heavily on the tongue. Solid malt base.

Mouth close to full, finish almost seems like a smooth bitterness with pine transitioning to grapefruit.

Overall, splendid beer. Glad to have found it at the airport. Server Mani gave the following draft options, ""Sam Adam's Boston Lager, Stella., and.... oh yes, Carton 077XX"". A no brainer.",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2022,6,6
4938,Bouleboubier,New Jersey,4.2,2021-12-18,"(16 oz can, 09/29/21; purchased cold 4-pack... poured into my Belhaven pub pint)

L: clear, brassy-gold liquid, until some speckled, sparkly sediment slips in; med-tight spongy foam stand... maybe due to the sediment, but the head recedes to a thin collar; little lace

S: pineapple, dried mango, flower-water, spiced orange; maybe some light, cereal-like crystal malt poking through... definite muffin-baked malt foundation supporting the vaguely earthy, leafy hop highlights... bit of alcohol accentuating the citrusy character of the hops... overall, moderately rich depth, yet muddy clarity, subdued intensity

T: a citrusy, leafy bitterness, a bit English in its overall hop and ester character... over and over, orange and mango rind; back end bitterness has a peppery, tonic edge... delectable marriage of whipped creamy malt and fruity cannabis

F: delicately plush resinous texture; back end bitter bite near stinging thanks to the charge of ethanol... palate maintains a steady pilot light or smooth burn from start to finish... joyous contact

O: so finally I've gotten around to this review... had this beer maybe no more than a half-dozen times, including once at the brewery... solid, dynamic, strong hoppy ale with pleasing assertive malt presence and bitterness; eminently drinkable, begging for another round (1840)",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2021,12,18
4939,snaotheus,Washington,3.97,2021-10-31,"2021-10-31
16oz can served in a Kane tulip. Cannot read the date. Received from @MacMalt in BIF #14.

Pours a clear amber-gold with a respectable but restrained head. Smell is a little grain and a lot of pine. Maybe some lemon or grapefruit rind.

Taste is pretty extreme bitterness. Like I haven't tasted in quite some time. Pine and intense grapefruit zest. If I pay attention, there's some sweetness that flashes across the palate before the bitterness strikes. It might be kind of a honey / floral.

Mouthfeel is dry and light. Overall, this is a nice bitter beer.",https://www.beeradvocate.com/beer/profile/26817/74065/,077XX,2021,10,31
